MirBase Name	BR:BT_549	BR:HS578T	BR:MCF7	BR:MDA_MB_231	BR:T47D	CNS:SF_268	CNS:SF_295	CNS:SF_539	CNS:SNB_19	CNS:SNB_75	CNS:U251	CO:COLO205	CO:HCC_2998	CO:HCT_116	CO:HCT_15	CO:HT29	CO:KM12	CO:SW_620	LE:CCRF_CEM	LE:HL_60	LE:K_562	LE:MOLT_4	LE:RPMI_8226	LE:SR	ME:LOXIMVI	ME:M14	ME:MALME_3M	ME:SK_MEL_2	ME:SK_MEL_28	ME:SK_MEL_5	ME:UACC_257	ME:UACC_62	LC:A549	LC:EKVX	LC:NCI_H226	LC:NCI_H23	LC:NCI_H322M	LC:NCI_H460	LC:NCI_H522	LC:HOP_62	LC:HOP_92	OV:IGROV1	OV:OVCAR_3	OV:OVCAR_4	OV:OVCAR_5	OV:OVCAR_8	OV:SK_OV_3	PR:DU_145	PR:PC_3	RE:786_0	RE:A498	RE:ACHN	RE:CAKI_1	RE:RXF_393	RE:SN12C	RE:TK_10	RE:UO_31
hsa-mir-518a-1	-3.802	-3.575	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-0.931	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.088	-2.607	-3.213	-2.877	-4.655	-2.73	-4.328	-4.374	-3.916	-4.285	-3.176	-3.127	-3.497	-3.606	-4.028	-2.755	-2.963	-3.681	-3.661	-3.045	-4.34	-3.349	-3.213	-2.894	-3.962	-4.513	-3.367	-4.549	-2.946	-3.998
hsa-mir-518a-2	-3.802	-3.575	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-0.931	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.088	-2.607	-3.213	-2.877	-4.655	-2.73	-4.328	-4.374	-3.916	-4.285	-3.176	-3.127	-3.497	-3.606	-4.028	-2.755	-2.963	-3.681	-3.661	-3.045	-4.34	-3.349	-3.213	-2.894	-3.962	-4.513	-3.367	-4.549	-2.946	-3.998
hsa-mir-517c	-3.802	-2.13	-4.002	-2.235	-3.412	-0.697	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-0.581	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-2.352	-2.607	-3.213	-3.36	-4.655	-2.891	-2.968	-4.374	-3.916	-2.013	-3.176	-3.903	-3.497	-3.606	-3.691	-0.376	0.988	-3.785	0.416	-2.495	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-1.552	-3.162	-3.998
hsa-mir-521-1	-3.802	-3.371	-4.002	-2.429	-3.412	-1.115	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-0.68	-4.116	-3.687	-4.388	-3.545	-3.167	-0.834	-3.201	-2.766	-2.26	-4.257	-3.98	-3.345	-3.186	-2.607	-3.213	-3.207	-4.413	-2.781	-3.454	-4.374	-3.916	-2.652	-3.176	-3.096	-3.497	-3.606	-3.619	-0.51	0.439	-3.785	-0.252	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.415	-3.496	-1.974	-3.162	-3.998
hsa-mir-522	-3.802	-3.332	-4.002	-3.181	-3.412	-1.464	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-1.589	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.891	-3.936	-4.374	-3.916	-3.561	-3.176	-3.903	-3.497	-3.606	-4.028	-0.987	-0.127	-3.785	-0.176	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-1.99	-3.162	-3.998
hsa-mir-519a-1	-3.802	-2.988	-4.002	-3.367	-3.412	-1.693	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-1.811	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.891	-4.258	-4.374	-3.916	-3.627	-3.176	-3.903	-3.497	-3.606	-4.028	-2.869	-1.628	-3.785	-0.387	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-2.301	-3.162	-3.998
hsa-mir-516a-1	-3.123	-4.171	-4.002	-3.529	-3.412	-2.698	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-2.747	-4.116	-3.687	-4.388	-2.087	-3.167	-1.38	-3.201	-2.905	-2.26	-3.705	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-3.802	-2.891	-4.25	-4.374	-3.916	-4.175	-3.176	-3.903	-3.497	-3.606	-3.942	-3.053	-2.112	-3.785	-1.123	-3.045	-4.34	-3.366	-3.624	-2.894	-3.845	-4.513	-3.496	-2.797	-3.162	-3.998
hsa-mir-516a-2	-3.123	-4.171	-4.002	-3.529	-3.412	-2.698	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-2.747	-4.116	-3.687	-4.388	-2.087	-3.167	-1.38	-3.201	-2.905	-2.26	-3.705	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-3.802	-2.891	-4.25	-4.374	-3.916	-4.175	-3.176	-3.903	-3.497	-3.606	-3.942	-3.053	-2.112	-3.785	-1.123	-3.045	-4.34	-3.366	-3.624	-2.894	-3.845	-4.513	-3.496	-2.797	-3.162	-3.998
hsa-mir-519a-2	-3.802	-2.988	-4.002	-3.367	-3.412	-1.693	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-1.811	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.891	-4.258	-4.374	-3.916	-3.627	-3.176	-3.903	-3.497	-3.606	-4.028	-2.869	-1.628	-3.785	-0.387	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-2.301	-3.162	-3.998
hsa-mir-371	-0.57	-2.628	-2.132	-0.743	-1.779	-1.285	-1.235	-2.243	-2.191	-1.886	-1.051	-2.032	-0.464	-1.084	-0.898	-3.264	-2.485	-1.688	-0.071	-2.315	-1.275	-3.201	-1.22	-2.157	0.433	-0.845	-1.864	-2.809	-2.328	-0.554	-1.884	-1.577	-2.662	-3.139	-1.81	-3.135	-3.145	-0.753	-3.289	-2.415	-2.014	-1.459	-3.06	-2.393	-3.55	-0.14	-2.117	-1.298	-2.264	-3.06	-2.27	-0.14	-1.091	-2.096	-0.832	-2.187	-0.654
hsa-mir-103-2	3	2.783	4.158	4.006	4.87	3.487	2.146	3.27	2.879	2.982	2.67	4.349	3.024	3.224	3.499	3.723	3.709	3.298	3.847	3.948	3.131	5.036	4.022	4.16	3.317	2.886	3.339	4.308	4.046	3.697	4.138	2.885	3.467	2.896	2.996	4.142	3.961	2.819	4.031	4.007	2.401	3.346	3.796	4.411	4.14	3.05	4.886	2.47	3.852	3.668	2.544	1.457	1.957	3.692	1.678	3.747	2.752
hsa-mir-663	-1.03	-4.093	-3.128	-2.647	-3.412	-1.512	-2.99	-3.489	-3.382	-2.142	-2.7	-2.905	0.525	-1.42	-2.458	-3.111	-1.147	-2.805	-	-2.689	-1.262	-1.741	0.638	-0.176	-0.995	-2.714	-2.818	-3.017	-1.849	-1.297	-1.643	-1.631	-2.751	-2.587	-3.035	-2.565	-2.91	-1.737	-3.796	-2.477	-1.509	-2.83	-1.801	-2.654	-2.81	-1.372	-3.045	-2.805	-2.771	-3.624	-2.239	-0.472	-2.901	-2.522	-3.009	-2.292	-2.642
hsa-mir-296	-3.517	-4.187	-3.004	-3.529	-2.89	-2.73	-3.093	-3.862	-4.306	-3.698	-3.035	-3.51	-3.615	-3.276	-3.453	-4.116	-3.687	-4.388	-3.427	-3.167	-1.38	-3.201	-2.895	-2.26	-3.869	-3.794	-3.345	-3.673	-2.607	-3.207	-3.36	-3.178	-2.891	-4.328	-3.834	-2.429	-4.285	-2.084	-3.656	-3.497	-3.606	-4.028	-3.07	-3.093	-3.785	-3.468	-3.045	-3.584	-3.366	-3.624	-2.894	-3.736	-2.555	-3.496	-3.125	-3.059	-3.699
hsa-mir-99a	1.365	0.683	0.548	2.416	0.916	1.359	3.092	2.509	2.739	4.074	2.75	-3.647	-3.615	0.227	-3.453	-4.116	-3.687	-2.997	-3.545	-3.167	-1.38	-3.201	2.003	-2.26	2.953	-0.647	-2.299	2.299	0.92	0.774	1.171	1.65	-1.869	-2.108	-1.1	0.807	-4.279	1.427	4.539	1.466	1.025	-4.028	4.734	2.216	-3.785	-1.05	0.314	-0.239	1.755	-2.401	3.007	-3.962	1.985	-3.496	1.268	0.066	0.554
hsa-let-7c	2.979	4.059	2.836	2.701	1.265	3.524	4.421	3.756	4.023	5.086	4.108	2.228	2.94	1.688	3.994	2.677	2.597	2.349	0.417	1.811	-1.38	2.209	2.759	0.489	0.94	2.999	3.033	2.537	2.683	2.146	1.7	2.243	2.314	1.51	2.842	1.564	1.805	2.019	4.817	4.444	1.673	1.476	4.781	3.535	2.788	3.049	4.549	2.668	4.173	2.979	3.42	2.13	2.986	2.147	3.209	1.632	2.884
hsa-mir-125b-2	3.918	5.116	0.392	5.455	0.739	5.532	5.677	4.326	4.162	5.285	4.768	-3.647	-3.615	4.209	-3.453	-4.116	-3.687	-0.222	-3.545	-3.167	-1.38	-3.201	1.482	-2.26	5.7	2.557	1.04	3.322	2.184	1.648	3.238	4.29	2.02	2.092	3.64	0.888	-1.033	2.666	4.629	5.556	5.194	-2.871	4.212	1.372	-0.376	0.477	3.76	2.579	5.73	1.927	3.38	0.668	3.38	0.929	3.989	-0.56	3.322
hsa-mir-155	1.159	0.849	-4.002	-3.529	-3.412	1.862	1.584	0.739	1.06	-3.279	0.242	-3.647	-2.001	-3.398	-0.416	-4.043	0.039	-4.388	2.017	0.95	-1.38	2.79	-1.422	-2.26	3.293	1.823	0.484	-3.673	-2.607	-3.213	-3.36	-4.169	-2.891	-4.328	-4.288	-3.178	-4.285	0.804	-3.903	0.106	1.341	-4.028	-1.952	-3.454	0.04	1.587	-0.398	-1.309	-3.366	3.012	0.569	1.358	1.691	3.261	-1.858	2.41	0.626
hsa-mir-185	-0.472	0.686	1.062	-0.247	0.2	-0.487	0.535	0.388	-0.256	0.043	0.323	0.493	0.225	0.458	-0.133	1.588	0.024	-0.422	-0.725	2.201	3.328	1.54	-1.308	0.382	-1.505	1.63	2.56	1.742	2.556	2.061	1.144	1.105	0.611	1.668	-1.316	0.218	1.184	-0.321	0.459	-0.086	0.391	-0.267	0.099	0.976	0.873	-1.341	0.192	0.414	-0.006	0.213	-0.012	-1.344	-1.358	0.45	0.394	-0.249	-0.809
hsa-mir-301b	-3.721	-2.427	-1.773	-2.511	-1.144	-2.196	-3.093	-3.862	-4.184	-3.242	-3.202	-3.302	-3.424	-1.909	-2.33	-2.483	-1.927	-3.079	-1.084	-2.932	-0.701	-0.239	-2.458	-2.1	-4.257	-3.783	-3.012	-3.538	-2.554	-3.213	-1.85	-2.363	-2.891	-1.679	-4.374	-2.716	-1.401	-3.176	-1.173	-1.954	-3.552	-2.188	-3.07	-2.303	-2.569	-3.623	-3.045	-3.8	-2.419	-2.914	-2.894	-3.962	-4.513	-3.362	-4.024	-3.162	-3.998
hsa-mir-130b	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-2.543	-3.167	-0.994	-3.04	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.281	-4.242	-2.872	-4.328	-4.374	-3.916	-4.285	-3.176	-3.202	-3.497	-3.606	-4.028	-3.07	-3.234	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.35	-3.496	-4.204	-3.162	-3.998
hsa-mir-650	-2.512	-4.41	-4.002	-3.529	-3.412	-2.323	-2.491	-3.862	-4.306	-3.698	-2.721	-3.647	-3.615	-3.301	-3.396	-4.116	-3.687	-3.067	-2.183	-2.487	-1.38	-3.201	-2.905	-2.26	-1.794	-1.97	-3.345	-3.673	-2.607	-3.213	-3.36	-2.369	-2.891	-4.328	-3.151	-3.916	-4.285	-2.371	-3.903	-3.497	-3.606	-2.765	-3.07	-3.454	-3.785	-2.033	-3.045	-2.505	-3.366	-3.624	-2.894	-1.926	-2.79	-3.496	-2.076	-3.162	-2.465
hsa-mir-33a	-3.591	-2.188	-2.019	-2.298	-1.532	-3.24	-3.093	-2.216	-3.324	-2.185	-3.191	-0.795	-2.315	-1.952	-1.404	-2.456	-1.344	-2.314	-1	-0.897	-1.38	0.142	-0.452	-2.147	-2.614	-1.737	-3.286	0.545	-2.347	-2.226	-3.224	-2.959	-2.767	-2.73	-4.018	-3.191	-2.246	-2.759	-2.4	-1.686	-3.284	-1.025	-3.07	-0.678	-1.928	-2.135	-1.917	-1.921	-2.482	-2.308	-2.894	-3.2	-4.483	-3.369	-1.37	-2.798	-2.793
hsa-let-7a-3	5.26	6.369	5.782	6.806	5.961	6.133	6.469	6.02	6.15	6.752	5.986	5.285	5.539	5.013	6.133	5.718	5.594	4.456	4.139	5.568	3.255	6.693	5.338	5.158	5.387	5.214	6.053	5.511	5.996	5.355	5.225	5.207	5.878	5.033	5.347	4.962	5.329	4.291	5.603	7.241	6.347	4.494	5.437	5.846	5.852	5.053	7.504	4.998	7.772	6.048	5.539	4.022	4.808	5.504	5.358	5.831	4.867
hsa-let-7b	4.371	5.798	4.232	4.238	2.369	5.098	5.685	5.002	5.322	6.067	5.342	4.107	4.93	3.432	5.549	4.87	4.828	3.775	2.103	3.396	-1.242	4.959	3.782	3.171	1.251	4.307	5.547	3.041	5.256	4.091	3.4	3.353	4.353	3.525	4.229	2.038	3.861	3.089	3.905	6.362	3.703	2.733	4.613	5.591	5.281	4.402	7.355	3.693	6.61	5.451	5.086	3.356	3.557	4.944	4.021	3.868	3.796
hsa-mir-221	3.079	3.074	-2.341	5.199	-3.412	3.928	3.403	1.008	2.422	4.129	3.664	1.703	1.008	3.383	2.465	2.631	1.484	2.227	0.69	3.732	-1.38	0.42	-1.597	0.918	3.258	3.993	0.357	1.687	1.347	-0.167	0.288	2.39	2.09	0.517	2.646	0.533	1.97	1.207	3.829	3.758	3.897	2.48	3.453	2.552	1.818	3.563	1.853	2.541	2.605	1.83	-0.373	2.406	2.667	1.064	3.935	1.785	3.123
hsa-mir-222	0.942	0.205	-4.002	2.197	-3.412	1.427	1.027	-0.638	0.412	1.579	1.762	0.214	0.921	1.042	0.104	0.768	-0.43	-0.514	-1.722	1.502	-1.38	-2.74	-2.905	-1.805	1.764	1.735	-0.09	-0.676	0.055	-1.96	0.165	0.017	-0.045	-2.159	0.976	-2.182	-1.158	-0.756	0.364	0.939	1.156	0.266	0.804	-0.772	-0.532	1.263	-0.585	1.133	0.04	-1.648	-2.391	0.553	0.07	-1.113	1.914	-1.109	1.246
hsa-mir-532	-0.414	-3.763	-2.342	-2.695	-0.73	-2.039	-2.478	-3.041	-1.556	-2.395	-2.908	-0.694	-0.962	-2.562	-2.697	-3.296	-0.253	-2.299	-2.425	-1.603	-1.204	-0.722	-1.736	-2.26	-3.351	-0.582	0.085	0.376	0.115	0.615	0.149	-0.523	-2.081	-2.012	0.128	-0.659	-1.649	-2.18	-0.049	-3.184	-2.681	-1.625	-1.834	-2.387	-2.254	-3.304	-1.756	-2.5	-0.752	-2.628	-2.894	-3.962	-4.167	-2.473	-1.349	-3.162	-3.998
hsa-mir-188	0.177	-1.76	-2.902	-0.831	-2.359	-1.802	-2.137	-1.664	-2.448	-2.82	-2.285	-1.273	0.008	-2.36	-2.577	-2.87	-1.224	-2.099	0.865	-1.323	-1.151	-1.084	2.935	0.638	0.237	-1.668	-2.194	-2.043	-1.738	-0.866	-1.902	-1.116	-2.691	-2.267	-1.965	-2.121	-3.03	-1.614	-2.08	-2.635	-1.882	-2.022	-2.985	-3.231	-3.321	-1.476	-3.045	-2.396	-2.294	-2.841	-1.084	-1.501	-2.855	-1.729	-2.208	-2.756	-2.204
hsa-mir-500	-0.689	-2.773	-2.148	-2.237	-1.929	-0.871	-0.325	-2.391	-2.859	-1.983	-0.576	-2.048	-1.935	-0.999	-0.91	-3.204	-2.746	-1.237	-0.067	0.042	-1.38	-2.091	-2.072	-2.117	0.059	-0.11	-2.917	-3.13	-2.288	-2.191	-2.52	0.147	-2.244	-3.225	-1.05	-2.75	-3.266	0.056	-3.772	-2.747	-2.565	-0.091	-1.754	-2.142	-2.906	-0.44	-2.029	-0.004	-2.356	-2.507	-1.963	0.37	-0.326	-2.547	-0.238	-2.305	0.139
hsa-mir-362	-0.647	-3.814	-2.515	-3.07	-1.016	-2.063	-2.955	-3.421	-2.046	-2.956	-3.202	-1.1	-1.493	-2.907	-3.067	-3.948	-0.537	-2.485	-2.491	-1.753	-1.38	-1.475	-2.034	-2.26	-3.334	-0.714	-0.42	-0.108	-0.323	0.128	-0.659	-0.827	-2.601	-2.31	-0.326	-0.965	-1.851	-2.302	-0.418	-3.497	-2.507	-1.771	-2.249	-3.137	-2.544	-3.623	-2.603	-2.513	-1.16	-3.186	-2.894	-3.962	-4.249	-2.72	-1.581	-3.162	-3.998
hsa-mir-501	-0.87	-3.306	-2.64	-2.857	-1.991	-1.445	-0.724	-3.079	-3.565	-2.729	-1.23	-2.619	-2.379	-1.284	-1.598	-3.718	-3.147	-1.736	-0.876	-0.603	-1.38	-2.569	-2.389	-2.182	-0.179	-0.62	-2.34	-3.148	-2.504	-2.032	-2.482	-0.115	-2.753	-3.606	-1.344	-2.609	-3.327	-0.386	-2.67	-3.318	-3.077	-0.186	-1.944	-2.887	-3.323	-0.872	-2.82	-0.796	-2.804	-3.153	-2.894	-0.339	-0.842	-3.078	-1.085	-2.905	-0.22
hsa-mir-660	-0.212	-3.106	-1.789	-2.034	-0.085	-1.36	-2.254	-2.494	-0.987	-1.955	-2.45	-0.364	-0.423	-1.855	-2.404	-3.079	-0.139	-1.96	-1.802	-1.081	-1.228	-0.69	-1.148	-2.26	-2.806	-0.261	0.739	0.783	0.68	0.921	1.126	0.104	-1.528	-1.308	0.745	0.004	-0.858	-1.843	0.503	-2.985	-2.442	-1.089	-2.094	-2.057	-2.09	-3.056	-1.723	-1.699	-0.362	-2.114	-2.894	-3.85	-3.476	-2.248	-0.799	-3.162	-3.998
hsa-mir-502	-3.018	-4.41	-3.919	-3.529	-2.965	-3.639	-3.093	-3.862	-4.123	-3.698	-3.202	-3.344	-3.441	-3.398	-3.453	-4.116	-2.727	-4.388	-3.545	-3.167	-1.041	-3.201	-2.905	-2.26	-4.257	-2.691	-1.858	-2.181	-1.739	-1.285	-1.499	-2.287	-2.814	-4.299	-2.649	-3.05	-3.938	-3.061	-2.251	-3.497	-3.606	-3.773	-2.902	-2.904	-3.459	-3.661	-3.045	-3.948	-2.833	-2.971	-2.894	-3.962	-4.425	-3.394	-3.504	-3.162	-3.998
hsa-mir-98	0.351	0.467	1.954	2.166	-2.141	1.117	0.343	0.275	0.859	1.327	0.85	0.904	0.218	0.709	0.955	1.49	1.035	0.582	0.073	1.851	-1.38	2.163	1.944	2.155	-2.022	1.047	0.371	0.747	-0.629	0.954	-1.903	-0.098	0.741	1.228	0.805	2.146	2.303	-0.334	2.716	2.34	-0.415	-0.356	0.393	1.345	0.943	0.295	0.902	0.819	2.13	1.227	-0.965	-0.291	0.661	1.289	0.918	0.612	0.234
hsa-let-7f-2	4.9	5.614	5.957	6.579	4.846	5.659	5.851	5.767	5.827	6.253	5.552	5.582	5.553	4.739	5.919	5.616	5.614	4.83	4.59	6.242	2.189	6.783	5.583	5.678	4.549	5.279	5.6	5.295	4.819	5.188	4.221	4.649	5.516	5.206	5.359	5.418	5.695	4.199	5.74	6.696	5.462	4.155	4.721	5.447	5.353	5.016	6.636	5.233	7.013	5.37	5.075	4.365	4.945	5.005	5.303	5.869	4.69
hsa-mir-421	-3.621	-4.26	-2.633	-3.529	-1.441	-3.605	-3.093	-3.862	-4.244	-3.064	-3.092	-3.647	-3.615	-3.398	-3.382	-4.046	-3.521	-3.117	-3.224	-2.307	-1.38	-3.201	-2.905	-2.26	-3.533	-3.361	-3.345	-3.673	-2.607	-3.213	-3.36	-2.887	-2.891	-2.848	-3.337	-1.086	-2.518	-2.167	-1.797	-3.497	-3.606	-2.35	-3.07	-3.454	-3.785	-3.386	-3.045	-3.436	-2.719	-2.7	-2.894	-3.474	-3.449	-3.496	-3.507	-3.162	-3.505
hsa-mir-374b	-0.506	0.419	1.213	1.091	1.951	-0.149	0.475	0.903	0.862	2.187	1.038	0.633	1.526	0.161	0.148	1.018	1.226	1.326	-0.192	1.596	1.142	1.603	0.978	1.598	0.274	0.946	0.919	1.027	0.361	0.775	0.588	0.24	1.968	1.606	0.222	2.342	1.227	1.355	2.188	1.106	1.57	0.871	1.092	0.64	0.373	-0.073	0.936	0.709	2.009	1.648	0.075	-0.589	0.689	0.634	0.717	0.505	0.355
hsa-mir-545	-3.802	-4.41	-4.002	-3.529	-3.382	-3.639	-3.093	-3.862	-4.205	-3.21	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.64	-2.891	-3.096	-4.374	-2.932	-3.716	-3.176	-2.923	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.267	-2.941	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-374a	-0.023	1.43	1.514	2.249	2.34	1.734	1.863	2.001	2.078	2.993	2.158	1.866	2.022	1.232	1.097	1.835	1.689	2.071	0.659	2.621	1.617	2.259	1.823	1.812	1.144	2.207	1.548	1.688	1.031	1.363	1.621	1.121	2.777	2.193	0.825	2.683	1.852	1.928	2.578	2.23	1.953	1.478	0.609	1.531	0.708	1.183	1.777	1.207	2.365	2.127	1.119	-0.235	1.099	1.205	1.721	0.769	0.847
hsa-mir-361	-2.114	-3.114	-3.238	-2.352	-3.303	-2.899	-2.362	-0.767	-1.464	-2.04	-0.565	-1.361	-0.368	-2.808	-2.801	-1.771	-2.062	-1.985	-1.715	-1.218	-1.38	-1.714	-1.45	-2.26	-1.626	-1.364	0.207	-0.505	-0.879	-1.331	-0.254	-2.285	-1.502	-1.637	-2.347	-1.206	-2.079	-2.158	-2.65	-2.084	-2.169	-1.964	-1.915	-2.771	-2.794	-3.079	-1.322	-1.809	-1.095	-3.293	-1.28	-3.18	-2.789	-1.978	-1.897	-2.935	-2.937
hsa-mir-652	-2.624	-3.752	-1.097	-2.629	-2.213	-3.639	-3.093	-3.579	-2.93	-3.052	-3.202	-2.314	-2.308	-3.012	-3.404	-1.576	-2.121	-2.673	-1.318	-0.704	-1.324	-0.654	-2.905	-2.26	-2.87	-1.673	-1.392	-0.385	-0.988	-1.988	-0.734	-1.534	-1.828	-3.49	-4.019	-1.458	-2.817	-1.626	-2.14	-2.283	-2.987	-1.768	-1.552	-3.151	-2.61	-3.661	-2.628	-3.047	-1.563	-2.851	-2.894	-3.746	-3.242	-3.077	-3.336	-3.162	-3.921
hsa-mir-766	-2.529	-4.263	-3.479	-2.675	-2.111	-2.457	-2.358	-3.695	-3.732	-3.427	-2.758	-3.194	-3.295	-2.496	-2.681	-3.81	-3.237	-3.075	-0.003	-1.61	0.396	0.254	-1.007	-1.336	-3.279	-2.897	-2.58	-1.785	-1.601	-1.7	-2.462	-2.467	-1.982	-3.012	-3.775	-2.065	-3.515	-2.276	-1.332	-3.142	-3.18	-3.173	-2.175	-1.598	-2.64	-2.411	-1.723	-3.003	-1.821	-1.639	-1.947	-2.745	-3.012	-3.496	-2.887	-2.509	-3.489
hsa-mir-363	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	1.067	1.148	2.129	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	3.868	-3.167	-1.38	3.17	-2.905	-2.26	-4.257	2.769	2.476	0.37	-2.607	-3.213	4.555	-4.655	-2.891	-4.203	-4.374	-0.88	-0.953	-3.176	5.249	-3.497	-3.606	-1.8	-3.07	-3.454	-2.028	1.251	-3.045	-3.617	-3.366	-3.624	-0.425	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-92a-2	2.983	1.79	2.591	3.17	2.737	1.906	2.631	2.8	2.038	2.597	2.151	4.683	4.531	2.69	3.747	3.376	4.306	4.14	4.807	5.184	6.913	5.958	5.182	5.076	3.605	3.007	2.084	2.315	1.958	3.161	3.859	2.095	2.902	2.076	2.287	2.395	3.407	3.687	3.962	3.666	3.561	2.743	3.512	3.103	3.439	3.603	3.268	2.166	4.35	1.907	2.283	2.509	2.237	2.964	1.951	3.637	2.175
hsa-mir-19b-2	4.01	3.225	3.673	4.501	4.008	3.078	3.762	4.134	3.639	4.123	3.824	5.91	5.84	4.175	4.959	4.477	5.546	5.439	6.125	6.399	8.389	7.57	6.42	6.519	4.922	4.502	4.071	3.73	3.863	4.713	5.475	3.396	4.293	3.469	3.263	3.617	4.68	5.109	5.439	4.859	4.81	4.011	3.889	4.556	4.696	4.944	4.928	3.53	5.591	3.546	3.853	3.692	3.546	4.476	3.715	5.182	3.646
hsa-mir-20b	1.783	0.77	1.521	2.226	1.771	0.742	1.441	1.658	1.619	2.226	2.364	3.807	3.592	2.042	2.859	2.26	2.991	3.3	4.611	4.483	5.317	5.071	3.412	3.428	2.922	3.087	2.508	1.305	0.201	1.312	4.649	1.308	1.51	0.771	1.23	1.104	2.157	2.811	5.056	2.35	2.147	2.167	0.482	1.232	1.787	3.15	1.552	1.644	2.539	0.168	1.059	1.91	1.659	1.199	1.732	1.869	1.828
hsa-mir-18b	-0.695	-1.122	-0.717	0.087	-0.408	-1.574	-1.652	-0.774	-1.168	-0.768	-0.381	0.815	0.644	0.13	0.106	-0.231	0.937	0.338	1.862	1.701	4.002	2.523	1.921	1.871	-0.203	0.309	0.534	-1.296	-1.008	-0.38	2.172	-0.496	-0.522	-1.055	-2.01	-0.326	0.589	0.725	2.412	-0.087	-0.738	0.142	-0.651	-0.18	0.372	-0.023	-1.129	-0.898	0.296	-0.722	-1.535	-1.266	-1.03	0.138	-1.321	0.069	-0.751
hsa-mir-106a	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-1.921	-3.167	-1.38	-3.151	-2.905	-2.26	-4.257	-3.147	-3.345	-3.673	-2.607	-3.213	-3.12	-4.655	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-0.849	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
