MirBase Name	BR:BT_549	BR:HS578T	BR:MCF7	BR:MDA_MB_231	BR:T47D	CNS:SF_268	CNS:SF_295	CNS:SF_539	CNS:SNB_19	CNS:SNB_75	CNS:U251	CO:COLO205	CO:HCC_2998	CO:HCT_116	CO:HCT_15	CO:HT29	CO:KM12	CO:SW_620	LE:CCRF_CEM	LE:HL_60	LE:K_562	LE:MOLT_4	LE:RPMI_8226	LE:SR	ME:LOXIMVI	ME:M14	ME:MALME_3M	ME:SK_MEL_2	ME:SK_MEL_28	ME:SK_MEL_5	ME:UACC_257	ME:UACC_62	LC:A549	LC:EKVX	LC:NCI_H226	LC:NCI_H23	LC:NCI_H322M	LC:NCI_H460	LC:NCI_H522	LC:HOP_62	LC:HOP_92	OV:IGROV1	OV:OVCAR_3	OV:OVCAR_4	OV:OVCAR_5	OV:OVCAR_8	OV:SK_OV_3	PR:DU_145	PR:PC_3	RE:786_0	RE:A498	RE:ACHN	RE:CAKI_1	RE:RXF_393	RE:SN12C	RE:TK_10	RE:UO_31
hsa-mir-876	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.412	-2.984	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.89	-3.345	-3.5	-2.607	-3.213	-3.36	-4.655	-2.891	-4.304	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-873	-2.586	-4.41	-4.002	-3.529	-3.412	-3.639	-2.9	-3.862	-4.225	-3.077	-2.236	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.721	-3.345	-1.207	-1.733	-2.626	-3.204	-4.655	-2.891	-2.814	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.292	-3.592	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-204	-3.802	-2.941	-4.002	-3.249	-3.412	-3.639	-3.093	-3.862	0.166	-0.232	0.013	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-1.533	-3.545	-3.167	-0.582	-3.201	-2.596	-0.935	-4.257	-0.739	-0.673	0.553	1.742	1.747	-0.724	0.525	-2.662	-4.328	-4.374	-3.916	-4.285	0.004	-2.944	-3.497	-3.606	-4.028	-3.07	-3.131	-3.785	-3.661	-3.045	-4.34	-3.366	-3.509	-2.894	-3.962	-2.484	-3.496	-3.908	-2.953	-3.998
hsa-mir-7-1	-3.802	-2.83	-1.163	-2.376	-2.129	-2.506	-2.725	-1.759	-3.415	-2.521	-2.505	-0.989	-0.704	-0.352	-0.276	-1.13	-0.395	-0.601	-0.912	-0.978	-0.914	-0.082	-2.621	-1.082	-2.605	-1.411	-3.12	-2.793	-1.86	-1.79	-2.649	-3.237	-2.027	-2.424	-3.734	-3.307	-2.213	-0.6	-2.307	-2.023	-2.127	-2.705	-1.639	-2.962	-2.912	-2.53	-2.366	-1.576	-2.316	-3.282	-2.894	-3.272	-2.533	-2.786	-2.386	-2.177	-3.605
hsa-let-7a-1	5.26	6.369	5.782	6.806	5.961	6.133	6.469	6.02	6.15	6.752	5.986	5.285	5.539	5.013	6.133	5.718	5.594	4.456	4.139	5.568	3.255	6.693	5.338	5.158	5.387	5.214	6.053	5.511	5.996	5.355	5.225	5.207	5.878	5.033	5.347	4.962	5.329	4.291	5.603	7.241	6.347	4.494	5.437	5.846	5.852	5.053	7.504	4.998	7.772	6.048	5.539	4.022	4.808	5.504	5.358	5.831	4.867
hsa-let-7f-1	4.9	5.614	5.957	6.579	4.846	5.659	5.851	5.767	5.827	6.253	5.552	5.582	5.553	4.739	5.919	5.616	5.614	4.83	4.59	6.242	2.189	6.783	5.583	5.678	4.549	5.279	5.6	5.295	4.819	5.188	4.221	4.649	5.516	5.206	5.359	5.418	5.695	4.199	5.74	6.696	5.462	4.155	4.721	5.447	5.353	5.016	6.636	5.233	7.013	5.37	5.075	4.365	4.945	5.005	5.303	5.869	4.69
hsa-let-7d	2.942	2.805	4.346	4.142	0.057	3.295	2.305	3.671	3.353	3.203	2.642	3.015	3.548	3.012	3.447	3.673	3.392	2.432	1.904	3.958	-1.38	4.486	3.614	4.008	0.72	2.697	3.789	3.077	3.054	3.465	0.937	1.448	2.356	3.233	2.784	3.64	3.974	2.345	3.628	3.447	1.205	1.576	3.903	3.263	3.689	2.366	4.155	3.032	4.292	3.536	2.881	1.78	2.282	3.21	2.528	4.18	2.169
hsa-mir-23b	-3.802	-3.844	-4.002	-3.529	-3.134	-3.639	-2.964	-3.087	-2.805	-2.829	-3.202	-2.629	-3.615	-3.398	-3.453	-4.116	-3.594	-3.575	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.475	-4.216	-4.076	-3.916	-3.679	-3.176	-3.903	-3.472	-3.606	-3.845	-3.07	-3.454	-3.785	-3.661	-2.718	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-27b	2.937	3.81	2.273	3.484	4.418	2.416	3.486	4.094	4.523	4.389	4.06	4.695	1.137	0.838	2.229	1.852	4.028	4.053	-0.688	1.267	0.693	0.823	1.438	1.429	0.53	1.648	3.091	1.765	2.227	1.86	-0.789	2.442	4.815	3.307	3.601	1.55	3.837	1.902	1.07	3.54	2.697	3.609	3.565	2.732	1.895	0.78	4.337	2.581	2.647	2.843	3.397	2.371	2.618	1.862	2.126	3.254	2.542
hsa-mir-24-1	-3.592	-2.667	-4.002	-3.224	-1.999	-3.639	-3.055	-2.032	-1.622	-2.212	-2.319	-2.103	-3.615	-3.398	-3.453	-4.09	-2.62	-2.497	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-2.909	-3.673	-2.607	-3.213	-3.36	-4.021	-1.935	-2.936	-2.759	-3.916	-2.575	-3.176	-3.903	-3.253	-3.606	-2.884	-3.07	-3.08	-3.785	-3.661	-1.879	-4.34	-3.342	-2.95	-2.503	-3.962	-4.413	-3.496	-4.549	-2.838	-3.998
hsa-mir-32	-3.716	-4.289	-2.101	-0.802	-1.003	-2.027	-3.093	-2.954	-2.928	-2.517	-3	-1.248	-2.055	-2.19	-1.788	-2.582	-2.5	-1.87	-0.581	-0.45	-1.38	-1.353	-2.905	-2.26	-2.063	-2.473	-3.268	-3.627	-2.607	-3.116	-3.087	-3.255	-1.766	-2.397	-2.948	-1.991	-1.957	-1.899	-2.639	-2.793	-2.629	-1.572	-3.07	-3.454	-3.142	-1.57	-2.764	-0.399	-1.928	-3.282	-2.894	-2.692	-3.281	-3.496	-0.834	-2.387	-2.265
hsa-mir-455	-3.802	-2.615	-3.76	-2.298	-3.412	-3.431	-2.401	-0.862	-2.474	-2.073	-2.728	-3.647	-3.615	-3.106	-3.453	-1.909	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-0.852	-1.257	-1.783	-3.44	-2.607	-3.08	-2.463	-1.752	-1.665	-4.328	-3.636	-3.916	-4.285	-3.052	-3.825	-2.402	-3.176	-1.851	-3.07	-3.454	-3.785	-2.159	-2.835	-4.247	-3.366	-0.953	0.43	-2.534	-2.307	-0.429	-2.065	-1.447	-2.774
hsa-mir-601	-2.008	-4.41	-4.002	-3.529	-3.412	-3.242	-2.946	-3.862	-4.306	-3.698	-3.202	-3.647	-3.233	-3.317	-3.453	-4.116	-3.687	-3.601	-1.27	-2.928	-1.38	-3.201	-1.083	-2.26	-2.023	-2.921	-3.345	-3.673	-2.607	-3.213	-3.36	-2.672	-2.891	-4.328	-3.719	-3.916	-4.285	-2.555	-3.903	-3.497	-3.606	-3.027	-3.07	-3.454	-3.785	-2.848	-3.045	-3.159	-3.366	-3.624	-2.894	-2.392	-3.44	-3.496	-3.21	-3.162	-2.869
hsa-mir-181a-2	-0.981	1.319	2.309	2.48	1.797	1.379	1.417	1.66	1.774	2.173	1.654	0.907	-1.168	-0.451	-1.274	1.834	0.948	0.733	4.179	4.4	-1.38	4.553	-0.915	1.232	1.311	1.034	1.434	3.313	0.99	0.603	1.442	1.184	-1.364	1.673	2.146	1.161	2.972	-0.529	1.436	2.363	2.109	-2.55	0.364	0.629	0.578	0.433	2.025	0.342	0.833	0.437	1.256	1.824	1.851	0.885	0.45	1.935	1.484
hsa-mir-181b-2	-0.887	0.83	2.06	1.749	1.66	0.904	1.302	1.249	0.963	2.105	1.465	0.262	-1.253	-0.969	-1.889	0.39	0.258	0.679	3.921	3.596	-0.654	3.51	-0.735	0.91	1.119	1.034	0.865	2.309	1.058	0.442	1.175	1.127	-0.7	0.836	1.414	0.632	1.909	-0.24	0.963	1.476	1.044	-2.266	0.191	0.069	0.24	0.632	1.359	0.224	0.148	0.746	0.682	1.805	1.672	0.865	0.768	0.811	1.612
hsa-mir-199b	-3.802	4.87	-4.002	-3.529	-3.412	-3.639	-3.093	5.391	-4.306	-3.698	-2.95	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	2.064	-1.38	-3.201	-2.905	-2.26	-0.493	-3.98	-1.465	-3.673	-2.607	-3.213	-1.774	-1.694	-2.891	-4.328	-4.374	-3.267	-4.285	-3.176	-3.903	-3.497	-3.606	-2.649	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-219-2	-3.802	-2.712	0.001	-1.864	-0.404	-3.639	-1.424	-2.369	-2.935	-3.182	-3.202	-2.776	-1.799	-0.757	-2.348	-1.934	-1.781	-1.976	-2.588	-2.871	-1.025	-0.263	-0.831	-1.743	-2.119	-1.804	-2.576	-3.4	-2.607	-3.213	-2.524	-3.849	-1.837	-1.223	-2.351	-1.344	-3.566	-1.502	-0.652	-1.873	-1.97	-2.278	-3.07	-2.066	-2.376	-2.178	-0.785	-2.961	-2.02	-2.135	-2.894	-1.274	-3.364	-2.606	-1.3	-2.425	-2.874
hsa-mir-126	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.244	-2.777	-3.167	-0.59	-3.201	-2.905	-2.26	-3.583	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.648	-2.891	-4.328	-4.109	-3.916	-4.285	-3.176	-3.903	-3.497	-3.606	-3.974	-3.07	-3.454	-3.785	-3.543	-3.045	-3.471	-3.366	-3.624	-2.894	-3.962	-4.383	-3.496	-4.549	-3.162	-3.998
hsa-mir-602	-3.018	-4.41	-3.974	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-2.482	-3.398	-3.453	-4.116	-3.687	-4.388	-1.976	-3.167	-1.38	-3.201	-2.905	-2.26	-3.35	-3.98	-3.345	-3.673	-2.607	-1.338	-3.36	-3.936	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.333	-3.045	-4.34	-3.366	-3.624	-2.894	-2.601	-3.708	-3.496	-4.549	-3.162	-2.934
hsa-mir-107	3.25	2.995	4.238	4.115	4.763	3.419	2.285	3.476	2.952	3.174	2.737	4.153	3.474	3.202	3.657	3.824	3.689	3.475	3.905	4.113	2.783	4.833	3.753	3.898	3.417	3.063	3.642	3.932	3.647	3.223	4.164	2.867	3.497	2.934	3.172	4.274	3.929	3.08	3.893	3.934	2.643	3.469	3.633	4.333	3.61	3.094	4.351	3.035	3.535	3.385	2.436	2.207	2.273	3.337	2.135	3.405	2.985
hsa-mir-146b	-3.559	-4.41	-3.308	-3.529	-3.006	-3.639	-3.093	-1.741	-3.497	-3.698	-3.202	-3.647	-1.848	-3.398	-3.392	-4.116	-3.687	-3.552	-2.557	-2.734	3.53	-0.752	-2.905	0.105	-3.793	-3.414	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.891	-4.328	-4.374	-3.09	-4.285	-3.176	-3.903	-3.191	-2.012	-4.028	-3.07	-3.454	-3.785	-3.661	-2.855	-4.017	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-2.606	-3.162	-3.998
hsa-mir-202	-1.683	-4.348	-3.244	-3.285	-2.939	-1.852	-1.914	-3.346	-4.219	-3.167	-1.834	-3.182	-3.089	-2.285	-2.147	-3.623	-2.224	-2.042	-0.453	-1.349	0.607	-1.889	-1.36	0.97	-1.462	-1.904	-0.392	-0.842	-1.272	-0.648	-0.838	-1.966	-2.042	-3.971	-2.58	-3.568	-4.189	-1.257	-0.573	-3.19	-2.91	-1.939	-0.427	-0.174	-0.305	-1.853	0.189	-1.683	-0.269	-0.386	-0.235	-1.06	-2.257	-0.288	-1.819	-0.002	-1.602
hsa-mir-210	-0.431	1.122	1.463	1.583	1.138	2.544	-1.001	1.391	0.037	1.039	1.664	0.543	-0.324	0.431	0.164	-0.028	2.2	-1.354	-2.093	-3.167	1.858	-1.728	-1.945	2.953	0.373	-0.739	-1.335	-1.667	1.453	-1.478	-1.848	0.16	0.712	1.66	-0.223	-1.15	1.668	-0.602	0.386	0.679	0.871	2.043	-0.317	-0.475	2.43	-0.959	2.154	1.575	1.393	1.751	0.933	-0.624	0.432	2.591	0.852	1.262	-1.092
hsa-mir-483	0.011	-2.819	-2.543	-2.057	-2.193	-0.976	-0.892	-2.231	-2.634	-2.1	-1.095	-2.025	-1.159	-1.47	-1.424	-2.702	-2.291	-1.309	1.075	-0.407	-1.264	-1.856	0.395	-0.039	-0.328	-0.768	-3.009	-3.16	-2.54	-2.895	-2.968	-0.665	-2.391	-2.126	-1.455	-2.825	-2.029	0.15	-3.56	-2.224	-1.864	-0.993	-3.07	-3.27	-3.21	-0.391	-2.528	-0.954	-2.546	-3.074	-2.296	-0.477	-1.489	-2.101	-1.048	-2.753	-1.073
hsa-mir-129-2	-3.802	-2.668	-2.852	-3.529	-3.412	-3.196	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-2.481	-1.299	-3.201	-2.905	-2.26	0.029	-3.98	-3.345	-3.673	1.193	-3.081	-3.36	-3.612	-2.891	-4.328	-4.335	-3.103	-2.85	-2.76	-3.221	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-1.186	-3.045	-4.071	-3.366	-3.222	-2.894	-3.962	-4.361	-3.496	-4.168	-3.162	-3.998
hsa-mir-130a	2.792	2.75	-4.002	3.994	4.927	3.918	1.181	2.819	2.291	2.695	1.931	-3.647	-3.615	1.527	-3.453	-4.116	-3.687	-4.388	2.016	-3.167	-1.38	2.724	-2.905	-2.26	3.361	2.645	2.1	2.148	2.529	1.709	2.353	-0.069	3.148	3.33	4.148	3.461	5.309	1.749	4.898	4.078	1.868	-4.028	3.558	4.244	2.907	4.301	2.962	3.329	-0.559	1.515	1.354	2.437	2.099	-1.338	4.014	2.672	2.956
hsa-mir-192	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	0.033	0.09	-3.398	-3.453	-1.74	-0.085	-1.959	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.49	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-194-2	-3.802	-4.41	-2.365	-2.945	-1.502	-3.639	-2.132	-3.862	-4.253	-3.698	-3.202	4.762	4.655	-3.398	-1.542	3.244	4.905	2.195	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.052	-2.391	-3.345	-3.673	-2.607	-3.213	-3.36	-4.162	-0.536	-3.502	-1.985	-3.211	-4.208	-3.176	-3.292	-2.751	-2.575	-2.332	-3.07	-3.454	0.986	-3.057	-3.006	-2.21	-2.884	-3.624	-2.894	-0.128	-3.141	-3.496	-4.549	-0.056	-3.149
hsa-mir-139	-2.29	-4.41	-4.002	-3.529	-3.412	-3.639	-2.296	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.175	-3.453	-4.116	-3.687	-3.745	-2.039	-2.784	-1.38	-3.201	-2.905	-2.26	-2.116	-2.917	-3.345	-3.673	-2.607	-3.213	-3.36	-1.946	-2.891	-4.328	-3.44	-3.916	-4.285	-2.46	-3.903	-3.497	-3.606	-2.328	-3.07	-3.454	-3.785	-2.952	-3.045	-3.064	-3.366	-3.624	-2.894	-2.238	-2.777	-3.496	-3	-3.162	-1.752
hsa-mir-326	-3.802	-4.41	-3.886	-3.529	-2.777	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-3.593	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.286	-4.655	-2.891	-4.328	-4.374	-3.411	-4.285	-3.176	-2.681	-3.497	-3.606	-3.649	-3.07	-3.237	-3.62	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-34b	-3.802	-1.067	-2.248	0.256	-0.642	-3.639	-3.093	-3.862	-1.531	-3.698	-3.202	-2.062	-3.615	-2.273	-3.432	-3.022	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-1.805	-3.98	-0.054	-0.034	-1.054	-1.894	2.012	-0.913	-0.574	-4.088	-0.244	-0.354	-1.64	-0.345	-3.903	-1.565	0.856	-0.541	-3.07	-3.454	-3.785	0.182	-3.045	0.449	-3.366	-3.624	-0.361	1.788	-1.136	-1.107	-1.092	-0.702	0.728
hsa-mir-34c	-3.802	-2.249	-4.002	-0.695	-3.412	-3.639	-3.093	-3.862	-2.752	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-1.089	-2.607	-3.213	-1.163	-4.655	-2.828	-4.328	-4.374	-3.653	-4.285	-2.213	-3.903	-2.9	-0.107	-4.028	-3.07	-3.454	-3.785	-0.753	-3.045	-0.809	-3.366	-3.624	-1.77	0.483	-4.513	-2.911	-2.037	-2.382	-1.94
hsa-mir-125b-1	3.918	5.116	0.392	5.455	0.739	5.532	5.677	4.326	4.162	5.285	4.768	-3.647	-3.615	4.209	-3.453	-4.116	-3.687	-0.222	-3.545	-3.167	-1.38	-3.201	1.482	-2.26	5.7	2.557	1.04	3.322	2.184	1.648	3.238	4.29	2.02	2.092	3.64	0.888	-1.033	2.666	4.629	5.556	5.194	-2.871	4.212	1.372	-0.376	0.477	3.76	2.579	5.73	1.927	3.38	0.668	3.38	0.929	3.989	-0.56	3.322
hsa-let-7a-2	5.26	6.369	5.782	6.806	5.961	6.133	6.469	6.02	6.15	6.752	5.986	5.285	5.539	5.013	6.133	5.718	5.594	4.456	4.139	5.568	3.255	6.693	5.338	5.158	5.387	5.214	6.053	5.511	5.996	5.355	5.225	5.207	5.878	5.033	5.347	4.962	5.329	4.291	5.603	7.241	6.347	4.494	5.437	5.846	5.852	5.053	7.504	4.998	7.772	6.048	5.539	4.022	4.808	5.504	5.358	5.831	4.867
hsa-mir-100	-3.802	-3.444	-4.002	-1.379	-3.412	-2.497	-1.709	-3.862	-4.281	-3.53	-3.159	-3.647	-3.615	-2.657	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-0.955	-3.657	-3.345	-3.673	-2.607	-3.213	-3.36	-2.654	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.903	-1.551	-1.571	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-1.234	-3.624	-2.894	-3.962	-4.465	-3.496	-3.018	-3.162	-3.733
hsa-mir-200c	-3.802	-4.41	-3.523	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.614	-3.387	-3.398	-2.557	-3.939	-3.141	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.891	-4.328	-4.374	-3.916	-3.014	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-141	-3.802	-4.41	-2.506	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-2.393	-2.1	-3.072	-2.192	-3.206	-1.808	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.891	-4.234	-4.374	-3.916	-1.73	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.123	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-196a-2	0.479	0.306	2.043	-3.529	3.713	0.158	0.944	1.052	0.146	0.516	0.054	-1.975	1.239	-0.435	0.031	0.834	0.03	1.158	-3.545	-3.167	-0.918	-3.201	-2.905	0.868	-3.335	-0.108	-0.314	-1.777	-1.559	-1.743	-1.383	-0.083	-0.557	1.856	-4.374	-0.034	-4.285	-0.371	0.352	-0.696	-3.606	-4.028	-2.108	-3.454	-0.404	0.319	-1.284	-0.869	-3.366	1.548	0.843	0.122	0.086	0.931	-1.444	0.317	-0.021
hsa-mir-615	-3.802	-4.235	-3.55	-3.529	-1.292	-3.385	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.157	-4.116	-3.687	-3.544	-3.545	-3.167	-0.97	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.618	-2.607	-3.213	-3.36	-4.319	-2.891	-3.755	-4.374	-3.916	-4.285	-3.176	-3.14	-3.497	-3.606	-4.028	-3.07	-3.241	-3.785	-3.661	-3.045	-4.34	-3.366	-3.053	-2.894	-3.962	-4.307	-3.496	-4.439	-3.162	-3.998
hsa-mir-148b	-0.4	-0.381	1.044	-0.06	2.656	-0.438	-1.05	-0.331	-1.032	-0.81	-0.539	0.171	-0.751	0.574	0.164	-0.229	0.182	-0.029	-0.221	1.094	-0.666	0.725	0.324	0.194	-0.521	-0.565	-0.135	-0.1	-0.896	0.552	-0.02	0.383	0.57	0.431	0.579	1.32	1.131	1.104	0.091	-0.583	-0.297	0.353	0.442	0.028	-0.062	-0.73	-0.464	0.158	0.345	-0.258	-1.777	-0.665	-0.298	-0.675	-0.076	-0.98	-0.141
hsa-mir-1228	-1.719	-3.123	-2.576	-2.141	-1.832	-1.225	-0.99	-2.225	-2.894	-2.336	-0.826	-2.284	-1.753	-1.261	-1.565	-2.867	-2.2	-2.492	-1.091	-0.949	-0.667	-2.079	-1.335	-0.983	-1.712	-1.829	-2.341	-2.687	-1.592	-1.818	-2.18	-2.396	-1.539	-2.779	-2.311	-2.996	-3.006	-1.072	-2.795	-2.125	-2.314	-1.771	-1.781	-2.322	-3.283	-1.449	-1.342	-2.322	-2.359	-2.77	-1.707	-1.646	-2.131	-2.451	-2.323	-1.64	-1.705
hsa-mir-26a-2	1.709	1.725	2.894	2.805	3.797	2.508	2.212	1.92	2.07	2.138	1.3	1.756	1.638	1.645	3.021	2.174	1.485	2.509	2.092	3.024	1.13	1.838	2.26	-0.36	2.493	2.784	2.413	1.982	0.796	1.064	0.925	1.747	1.118	1.926	2.814	2.334	2.707	1.28	1.87	2.542	2.339	2.572	2.284	1.808	1.47	2.548	1.823	1.936	2.03	-0.116	0.579	2.302	1.866	0.6	3.268	1.287	2.362
hsa-let-7i	4.431	5.188	4.518	4.816	-1.231	3.77	3.737	5.285	3.742	3.519	3.835	3.199	3.1	2.967	3.063	5.23	3.466	2.593	2.319	3.832	-0.12	5.271	4.357	4.315	2.677	4.28	6.368	4.45	5.962	5.347	3.114	3.187	5.635	4.439	5.271	4.168	4.447	4.31	3.863	5.919	2.709	1.713	3.463	3.555	5.752	3.098	6.339	3.827	4.963	4.431	5.655	4.823	4.461	5.095	5.213	4.681	3.267
hsa-mir-331	-3.802	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.535	-3.162	-3.998
hsa-mir-16-1	4.419	4.928	5.042	5.289	6.007	4.647	4.81	5.48	4.533	5.576	4.891	5.822	5.062	4.079	4.936	4.271	5.093	4.378	5.883	5.877	5.049	7.163	6.282	5.291	3.992	4.522	5.096	4.874	5.167	4.601	5.257	3.366	4.501	4.049	4.447	4.716	4.84	3.536	3.986	5.261	5.542	4.16	4.915	5.146	5.335	4.629	5.972	4.62	5.136	4.744	4.589	3.579	3.731	5.239	4.608	5.605	3.88
hsa-mir-15a	-3.802	-4.41	-3.953	-3.529	-3.412	-3.639	-3.093	-3.826	-4.306	-3.348	-3.202	-3.135	-3.615	-3.398	-2.959	-4.116	-3.601	-3.979	-1.973	-2.895	-1.38	-1.599	-2.905	-2.26	-4.257	-3.86	-3.345	-3.673	-2.607	-3.213	-3.36	-4.655	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.884	-3.497	-3.606	-3.975	-3.07	-3.454	-3.695	-3.661	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.349	-3.067	-3.998
hsa-mir-622	-2.645	-4.41	-3.891	-3.529	-3.412	-3.163	-3.093	-3.862	-4.306	-3.698	-3.202	-3.347	-3.615	-3.398	-3.453	-4.04	-3.43	-3.229	-1.601	-3.129	-1.38	-3.201	-2.586	-2.26	-2.459	-3.26	-3.345	-3.673	-2.607	-3.213	-3.36	-3.284	-2.891	-2.988	-2.237	-3.916	-4.285	-2.798	-3.903	-3.497	-3.606	-3.141	-3.07	-3.305	-3.63	-2.445	-3.045	-3.086	-3.366	-3.624	-2.894	-2.471	-3.528	-3.496	-2.821	-3.162	-3.077
hsa-mir-17	3.182	2.092	2.779	3.457	3.206	1.915	2.324	2.94	2.239	2.758	2.631	5.069	4.568	3.323	4.034	3.939	4.61	4.263	4.941	5.247	7.179	6.545	5.528	5.381	3.746	3.286	2.712	2.58	2.458	3.515	4.475	2.394	2.993	2.172	2.342	2.531	3.569	3.711	4.507	3.751	3.274	3.163	3.649	3.626	3.916	3.831	3.615	2.207	4.412	2.623	2.53	2.103	2.417	3.536	2.15	4.058	2.42
